sample_id,query,generated_code
1351,rearest lady,"
    # Return the lady
    image_patch = ImagePatch(image)
    lady_patches = image_patch.find(""lady"")
    if len(lady_patches) == 0:
        lady_patches = [image_patch]
    lady_patches.sort(key=lambda lady: lady.horizontal_center)
    lady_patch = lady_patches[0]
    # Remember: return the lady
    return lady_patch"
1352,umpire,"
    # Return the umpire
    image_patch = ImagePatch(image)
    umpire_patches = image_patch.find(""umpire"")
    if len(umpire_patches) == 0:
        umpire_patches = [image_patch]
    umpire_patch = umpire_patches[0]
    # Remember: return the umpire
    return umpire_patch"
1353,kid in blue,"
    # Return the kid
    image_patch = ImagePatch(image)
    kid_patches = image_patch.find(""kid"")
    if len(kid_patches) == 0:
        kid_patches = [image_patch]
    kid_patches.sort(key=lambda kid: kid.horizontal_center)
    kid_patch = kid_patches[len(kid_patches) // 2]  # Return the middle kid
    # Remember: return the kid
    return kid_patch"
1354,the person in black shirt,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.compute_depth())
    person_patch = person_patches[-1]
    # Remember: return the person
    return person_patch"
1355,green coat,"
    # Return the coat
    image_patch = ImagePatch(image)
    coat_patches = image_patch.find(""coat"")
    coat_patches.sort(key=lambda coat: coat.vertical_center)
    # Remember: return the coat
    return coat_patches[0]"
1356,taller girl,"
    # Return the girl
    image_patch = ImagePatch(image)
    girl_patches = image_patch.find(""girl"")
    if len(girl_patches) == 0:
        girl_patches = [image_patch]
    girl_patches.sort(key=lambda girl: girl.compute_depth())
    girl_patch = girl_patches[-1]
    # Remember: return the girl
    return girl_patch"
1357,black jacket facing away,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: distance(person, image_patch))
    person_patch = person_patches[0]
    # Remember: return the person
    return person_patch"
1358,slice by whole pizza,"
    # Return the pizza
    image_patch = ImagePatch(image)
    pizza_patches = image_patch.find(""pizza"")
    pizza_patches.sort(key=lambda pizza: pizza.horizontal_center)
    pizza_patch = pizza_patches[0]
    # Remember: return the pizza
    return pizza_patch"
1359,shes in all black almost looks tied up,"
    # Return the person
    image_patch = ImagePatch(image)
    # Clothing always requires returning the person
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""black clothing""])
    # Remember: return the person
    return person_patch"
1360,burton,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.horizontal_center)
    person_patch = person_patches[len(person_patches) // 2]
    # Remember: return the person
    return person_patch"
1361,yellow sides man,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.horizontal_center)
    man_patch = man_patches[0]
    # Remember: return the man
    return man_patch"
1362,man nearest,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.horizontal_center)
    man_patch = man_patches[0]
    # Remember: return the man
    return man_patch"
1363,him,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.horizontal_center)
    person_patch = person_patches[0]
    # Remember: return the person
    return person_patch"
1364,woman wearing red,"
    # Return the woman
    image_patch = ImagePatch(image)
    woman_patches = image_patch.find(""woman"")
    woman_patches.sort(key=lambda woman: woman.horizontal_center)
    woman_patch = woman_patches[0]
    # Remember: return the woman
    return woman_patch"
1365,kick closest to us,"
    # Return the ball
    image_patch = ImagePatch(image)
    ball_patches = image_patch.find(""ball"")
    if len(ball_patches) == 0:
        ball_patches = [image_patch]
    ball_patches.sort(key=lambda ball: distance(ball, image_patch))
    ball_patch = ball_patches[0]
    # Remember: return the ball
    return ball_patch"
1366,blue shirt,"
    # Return the person
    image_patch = ImagePatch(image)
    # Clothing always requires returning the person
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""blue shirt""])
    # Remember: return the person
    return person_patch"
1367,man getting tie tied,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.horizontal_center)
    man_patch = man_patches[0]
    # Remember: return the man
    return man_patch"
1368,black leather jacket and ski cap,"
    # Return the person
    image_patch = ImagePatch(image)
    # Clothing always requires returning the person
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""black leather jacket"", ""ski cap""])
    # Remember: return the person
    return person_patch"
1369,the catcher,"
    # Return the catcher
    image_patch = ImagePatch(image)
    catcher_patches = image_patch.find(""catcher"")
    if len(catcher_patches) == 0:
        catcher_patches = [image_patch]
    catcher_patch = catcher_patches[0]
    # Remember: return the catcher
    return catcher_patch"
1370,woman with green tshirt,"
    # Return the woman
    image_patch = ImagePatch(image)
    woman_patches = image_patch.find(""woman"")
    if len(woman_patches) == 0:
        woman_patches = [image_patch]
    woman_patch = best_image_match(woman_patches, [""green tshirt""])
    # Remember: return the woman
    return woman_patch"
1371,giraffe eating out of kids hand,"
    # Return the giraffe
    image_patch = ImagePatch(image)
    giraffe_patches = image_patch.find(""giraffe"")
    if len(giraffe_patches) == 0:
        giraffe_patches = [image_patch]
    elif len(giraffe_patches) == 1:
        return giraffe_patches[0]
    giraffe_patches.sort(key=lambda g: g.vertical_center)
    giraffe_patch = giraffe_patches[0]
    # Remember: return the giraffe
    return giraffe_patch"
1372,striped apron in background,"
    # Return the apron
    image_patch = ImagePatch(image)
    apron_patches = image_patch.find(""apron"")
    apron_patches.sort(key=lambda apron: apron.vertical_center)
    apron_patch = apron_patches[0]
    # Remember: return the apron
    return apron_patch"
1373,guy on tv,"
    # Return the guy
    image_patch = ImagePatch(image)
    guy_patches = image_patch.find(""guy"")
    guy_patches.sort(key=lambda guy: guy.vertical_center)
    guy_patch = guy_patches[0]
    # Remember: return the guy
    return guy_patch"
1374,person dont see as well,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.compute_depth())
    person_patch = person_patches[-1]
    # Remember: return the person
    return person_patch"
1375,woman with white shirt,"
    # Return the woman
    image_patch = ImagePatch(image)
    woman_patches = image_patch.find(""woman"")
    if len(woman_patches) == 0:
        woman_patches = [image_patch]
    elif len(woman_patches) == 1:
        return woman_patches[0]
    woman_patches.sort(key=lambda woman: woman.horizontal_center)
    woman_patch = woman_patches[0]
    # Remember: return the woman
    return woman_patch"
1376,woman in white,"
    # Return the woman
    image_patch = ImagePatch(image)
    woman_patches = image_patch.find(""woman"")
    if len(woman_patches) == 0:
        woman_patches = [image_patch]
    elif len(woman_patches) == 1:
        return woman_patches[0]
    woman_patches.sort(key=lambda woman: woman.horizontal_center)
    woman_patch = woman_patches[0]
    # Remember: return the woman
    return woman_patch"
1377,catcher,"
    # Return the catcher
    image_patch = ImagePatch(image)
    catcher_patches = image_patch.find(""catcher"")
    if len(catcher_patches) == 0:
        catcher_patches = [image_patch]
    catcher_patch = catcher_patches[0]
    # Remember: return the catcher
    return catcher_patch"
1378,long hair with arms around,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""long hair with arms around""])
    # Remember: return the person
    return person_patch"
1379,girl,"
    # Return the girl
    image_patch = ImagePatch(image)
    girl_patches = image_patch.find(""girl"")
    if len(girl_patches) == 0:
        girl_patches = [image_patch]
    girl_patch = girl_patches[0]
    # Remember: return the girl
    return girl_patch"
1380,man looking at us,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.horizontal_center)
    man_patch = man_patches[0]
    # Remember: return the man
    return man_patch"
1381,standing in white,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.compute_depth())
    person_patch = person_patches[-1]
    # Remember: return the person
    return person_patch"
1382,hand on mouse,"
    # Return the hand
    image_patch = ImagePatch(image)
    hand_patches = image_patch.find(""hand"")
    if len(hand_patches) == 0:
        hand_patches = [image_patch]
    hand_patch = best_image_match(hand_patches, [""hand on mouse""])
    # Remember: return the hand
    return hand_patch"
1383,person working on cake,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: distance(person, image_patch.find(""cake"")[0]))
    person_patch = person_patches[0]
    # Remember: return the person
    return person_patch"
1384,barely seen person at 7pm,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.compute_depth())
    person_patch = person_patches[-1]
    # Remember: return the person
    return person_patch"
1385,pizza slice at 4 clock,"
    # Return the pizza
    image_patch = ImagePatch(image)
    pizza_patches = image_patch.find(""pizza"")
    pizza_patches.sort(key=lambda pizza: distance(pizza.horizontal_center, image_patch.horizontal_center))
    pizza_patch = pizza_patches[0]
    # Remember: return the pizza
    return pizza_patch"
1386,head at 600,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.compute_depth())
    person_patch = person_patches[0]
    # Remember: return the person
    return person_patch"
1387,guy,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.compute_depth())
    person_patch = person_patches[-1]
    # Remember: return the person
    return person_patch"
1388,person in brown,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.compute_depth())
    person_patch = person_patches[-1]
    # Remember: return the person
    return person_patch"
1389,man with sunglasses,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.horizontal_center)
    man_patch = man_patches[0]
    # Remember: return the man
    return man_patch"
1390,13,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    for patch in person_patches:
        if patch.exists(""13""):
            return patch
    # Remember: return the person
    return person_patches[0]"
1391,green shirt hidden by woman in black,"
    # Return the shirt
    image_patch = ImagePatch(image)
    shirt_patches = image_patch.find(""shirt"")
    if len(shirt_patches) == 0:
        shirt_patches = [image_patch]
    elif len(shirt_patches) == 1:
        return shirt_patches[0]
    shirt_patches_left = [shirt for shirt in shirt_patches if shirt.horizontal_center < image_patch.horizontal_center]
    if len(shirt_patches_left) == 0:
        shirt_patches_left = shirt_patches
    shirt_patches_left.sort(key=lambda shirt: shirt.vertical_center)
    shirt_patch = shirt_patches_left[0]
    # Remember: return the shirt
    return shirt_patch"
1392,partially visible person,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.compute_depth())
    person_patch = person_patches[-1]
    # Remember: return the person
    return person_patch"
1393,girl,"
    # Return the girl
    image_patch = ImagePatch(image)
    girl_patches = image_patch.find(""girl"")
    if len(girl_patches) == 0:
        girl_patches = [image_patch]
    girl_patch = girl_patches[0]
    # Remember: return the girl
    return girl_patch"
1394,woman,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.horizontal_center)
    person_patch = person_patches[0]
    # Remember: return the person
    return person_patch"
1395,person other then boy and woman,"
    # Return the person
    image_patch = ImagePatch(image)
    # Clothing always requires returning the person
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""boy"", ""woman""])
    # Remember: return the person
    return person_patch"
1396,the player that is standing up,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.compute_depth())
    person_patch = person_patches[-1]
    # Remember: return the person
    return person_patch"
1397,purple shirt,"
    # Return the person
    image_patch = ImagePatch(image)
    # Clothing always requires returning the person
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""purple shirt""])
    # Remember: return the person
    return person_patch"
1398,middle player,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.horizontal_center)
    person_patch = person_patches[len(person_patches) // 2]
    # Remember: return the person
    return person_patch"
1399,girl,"
    # Return the girl
    image_patch = ImagePatch(image)
    girl_patches = image_patch.find(""girl"")
    if len(girl_patches) == 0:
        girl_patches = [image_patch]
    girl_patches.sort(key=lambda girl: girl.horizontal_center)
    # Remember: return the girl
    return girl_patches[len(girl_patches) // 2]  # Return the middle girl"
1400,not 74 guy othe 1,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""not 74 guy"", ""othe 1""])
    # Remember: return the person
    return person_patch"
1401,13,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    for patch in person_patches:
        if patch.exists(""13""):
            return patch
    # Remember: return the person
    return person_patches[0]"
1402,red shirt by wine,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: distance(person, image_patch.find(""wine"")[0]))
    person_patch = person_patches[0]
    # Remember: return the person
    return person_patch"
1403,bald man,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.horizontal_center)
    # Remember: return the man
    return man_patches[0]"
1404,gap,"
    # Return the gap
    image_patch = ImagePatch(image)
    gap_patches = image_patch.find(""gap"")
    if len(gap_patches) == 0:
        gap_patches = [image_patch]
    gap_patch = gap_patches[0]
    # Remember: return the gap
    return gap_patch"
1405,plaid pants,"
    # Return the person
    image_patch = ImagePatch(image)
    # Clothing always returning the person
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""plaid pants""])
    # Remember: return the person
    return person_patch"
1406,man on end with tie,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.horizontal_center)
    man_patch = man_patches[-1]
    # Remember: return the man
    return man_patch"
1407,guy standing above blue bars,"
    # Return the guy
    image_patch = ImagePatch(image)
    guy_patches = image_patch.find(""guy"")
    guy_patches.sort(key=lambda guy: guy.vertical_center)
    guy_patch = guy_patches[0]
    bars_patches = image_patch.find(""bars"")
    bars_patches.sort(key=lambda bars: bars.vertical_center)
    bars_patch = bars_patches[0]
    if guy_patch.vertical_center > bars_patch.vertical_center:
        guy_patch = guy_patches[1]
    # Remember: return the guy
    return guy_patch"
1408,van,"
    # Return the van
    image_patch = ImagePatch(image)
    van_patches = image_patch.find(""van"")
    if len(van_patches) == 0:
        van_patches = [image_patch]
    van_patch = van_patches[0]
    # Remember: return the van
    return van_patch"
1409,man in khaki pants and dark gray sweatrhit,"
    # Return the man
    image_patch = ImagePatch(image)
    # Clothing always requires returning the person
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""khaki pants"", ""dark gray sweatshirt""])
    # Remember: return the man
    return person_patch"
1410,part of cake with years service,"
    # Return the cake
    image_patch = ImagePatch(image)
    cake_patches = image_patch.find(""cake"")
    cake_patches.sort(key=lambda cake: cake.horizontal_center)
    cake_patch = cake_patches[0]
    # Remember: return the cake
    return cake_patch"
1411,tie guy sitting,"
    # Return the tie guy
    image_patch = ImagePatch(image)
    tie_guy_patches = image_patch.find(""tie guy"")
    tie_guy_patches.sort(key=lambda tie_guy: tie_guy.vertical_center)
    tie_guy_patch = tie_guy_patches[0]
    # Remember: return the tie guy
    return tie_guy_patch"
1412,man with scarf holding bar,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.horizontal_center)
    man_patch = man_patches[0]
    bar_patches = image_patch.find(""bar"")
    bar_patches.sort(key=lambda bar: bar.horizontal_center)
    bar_patch = bar_patches[0]
    man_patches_with_scarf = [man for man in man_patches if man.exists(""scarf"")]
    man_patches_with_scarf.sort(key=lambda man: distance(man, bar_patch))
    man_patch = man_patches_with_scarf[0]
    # Remember: return the man
    return man_patch"
1413,guy in red,"
    # Return the guy
    image_patch = ImagePatch(image)
    guy_patches = image_patch.find(""guy"")
    guy_patches.sort(key=lambda guy: guy.compute_depth())
    guy_patch = guy_patches[-1]
    # Remember: return the guy
    return guy_patch"
1414,guy with bat,"
    # Return the guy
    image_patch = ImagePatch(image)
    guy_patches = image_patch.find(""guy"")
    if len(guy_patches) == 0:
        guy_patches = [image_patch]
    guy_patches.sort(key=lambda guy: guy.vertical_center)
    guy_patch = guy_patches[0]
    # Remember: return the guy
    return guy_patch"
1415,green guy holding snowboard,"
    # Return the green guy
    image_patch = ImagePatch(image)
    green_guy_patches = image_patch.find(""green guy"")
    if len(green_guy_patches) == 0:
        green_guy_patches = [image_patch]
    green_guy_patches.sort(key=lambda guy: guy.horizontal_center)
    green_guy_patch = green_guy_patches[0]
    # Remember: return the green guy
    return green_guy_patch"
1416,guy in wheelchair,"
    # Return the guy
    image_patch = ImagePatch(image)
    guy_patches = image_patch.find(""guy"")
    guy_patches.sort(key=lambda guy: guy.compute_depth())
    guy_patch = guy_patches[-1]
    # Remember: return the guy
    return guy_patch"
1417,catcher,"
    # Return the catcher
    image_patch = ImagePatch(image)
    catcher_patches = image_patch.find(""catcher"")
    if len(catcher_patches) == 0:
        catcher_patches = [image_patch]
    catcher_patch = catcher_patches[0]
    # Remember: return the catcher
    return catcher_patch"
1418,bride,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: distance(person, image_patch))
    person_patch = person_patches[0]
    # Remember: return the person
    return person_patch"
1419,man with hand up,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.vertical_center)
    man_patch = man_patches[0]
    # Remember: return the man
    return man_patch"
1420,player kicking ball,"
    # Return the ball
    image_patch = ImagePatch(image)
    ball_patches = image_patch.find(""ball"")
    if len(ball_patches) == 0:
        ball_patches = [image_patch]
    elif len(ball_patches) == 1:
        return ball_patches[0]
    ball_patches.sort(key=lambda ball: distance(ball, image_patch))
    ball_patch = ball_patches[0]
    # Remember: return the ball
    return ball_patch"
1421,mom at sink,"
    # Return the mom
    image_patch = ImagePatch(image)
    mom_patches = image_patch.find(""mom"")
    if len(mom_patches) == 0:
        mom_patches = [image_patch]
    mom_patch = mom_patches[0]
    sink_patches = image_patch.find(""sink"")
    if len(sink_patches) == 0:
        sink_patches = [image_patch]
    sink_patch = sink_patches[0]
    mom_patches.sort(key=lambda mom: distance(mom, sink_patch))
    mom_patch = mom_patches[0]
    # Remember: return the mom
    return mom_patch"
1422,the man with the bear,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.horizontal_center)
    man_patch = man_patches[0]
    bear_patches = image_patch.find(""bear"")
    bear_patches.sort(key=lambda bear: distance(bear, man_patch))
    bear_patch = bear_patches[0]
    # Remember: return the man
    return man_patch"
1423,blond pony,"
    # Return the pony
    image_patch = ImagePatch(image)
    pony_patches = image_patch.find(""pony"")
    if len(pony_patches) == 0:
        pony_patches = [image_patch]
    pony_patch = best_image_match(pony_patches, [""blond pony""])
    # Remember: return the pony
    return pony_patch"
1424,man youre so good at this,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.horizontal_center)
    man_patch = man_patches[0]
    # Remember: return the man
    return man_patch"
1425,blue shirt blond hair,"
    # Return the person
    image_patch = ImagePatch(image)
    # Clothing always requires returning the person
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""blue shirt"", ""blond hair""])
    # Remember: return the person
    return person_patch"
1426,pink tie,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""pink tie""])
    # Remember: return the person
    return person_patch"
1427,man lots of white hair,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.compute_depth())
    man_patch = man_patches[-1]
    # Remember: return the man
    return man_patch"
1428,black suit with goggles,"
    # Return the person
    image_patch = ImagePatch(image)
    # Clothing always requires returning the person
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""black suit"", ""goggles""])
    # Remember: return the person
    return person_patch"
1429,barbie,"
    # Return the barbie
    image_patch = ImagePatch(image)
    barbie_patches = image_patch.find(""barbie"")
    if len(barbie_patches) == 0:
        barbie_patches = [image_patch]
    barbie_patch = barbie_patches[0]
    # Remember: return the barbie
    return barbie_patch"
1430,man,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.horizontal_center)
    # Remember: return the man
    return man_patches[0]"
1431,woman in black,"
    # Return the woman
    image_patch = ImagePatch(image)
    woman_patches = image_patch.find(""woman"")
    if len(woman_patches) == 0:
        woman_patches = [image_patch]
    woman_patch = best_image_match(woman_patches, [""black""])
    # Remember: return the woman
    return woman_patch"
1432,big black area,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.compute_depth())
    person_patch = person_patches[-1]
    # Remember: return the person
    return person_patch"
1433,guy in green,"
    # Return the guy
    image_patch = ImagePatch(image)
    guy_patches = image_patch.find(""guy"")
    guy_patches.sort(key=lambda guy: guy.compute_depth())
    guy_patch = guy_patches[0]
    # Remember: return the guy
    return guy_patch"
1434,tallest man,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.compute_depth())
    man_patch = man_patches[-1]
    # Remember: return the man
    return man_patch"
1435,man in dark shirt against wall,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.horizontal_center)
    man_patch = man_patches[0]
    # Remember: return the man
    return man_patch"
1436,my bad guy white shirt,"
    # Return the person
    image_patch = ImagePatch(image)
    # Clothing always requires returning the person
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""white shirt"", ""my bad guy""])
    # Remember: return the person
    return person_patch"
1437,older woman,"
    # Return the woman
    image_patch = ImagePatch(image)
    woman_patches = image_patch.find(""woman"")
    woman_patches.sort(key=lambda woman: woman.horizontal_center)
    woman_patch = woman_patches[len(woman_patches) // 2]
    # Remember: return the woman
    return woman_patch"
1438,girl staring,"
    # Return the girl
    image_patch = ImagePatch(image)
    girl_patches = image_patch.find(""girl"")
    if len(girl_patches) == 0:
        girl_patches = [image_patch]
    girl_patch = best_image_match(girl_patches, [""girl staring""])
    # Remember: return the girl
    return girl_patch"
1439,yellow helmet,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""yellow helmet""])
    # Remember: return the person
    return person_patch"
1440,blurry black hat by racket,"
    # Return the hat
    image_patch = ImagePatch(image)
    hat_patches = image_patch.find(""hat"")
    if len(hat_patches) == 0:
        hat_patches = [image_patch]
    hat_patches.sort(key=lambda hat: distance(hat, image_patch.find(""racket"")[0]))
    hat_patch = hat_patches[0]
    # Remember: return the hat
    return hat_patch"
1441,female adult human,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""female human""])
    # Remember: return the person
    return person_patch"
1442,older woman,"
    # Return the woman
    image_patch = ImagePatch(image)
    woman_patches = image_patch.find(""woman"")
    if len(woman_patches) == 0:
        woman_patches = [image_patch]
    woman_patch = woman_patches[0]
    # Remember: return the woman
    return woman_patch"
1443,woman in red shirt next to short man with luggage,"
    # Return the woman
    image_patch = ImagePatch(image)
    woman_patches = image_patch.find(""woman"")
    if len(woman_patches) == 0:
        woman_patches = [image_patch]
    woman_patches.sort(key=lambda woman: woman.horizontal_center)
    woman_patch = woman_patches[0]
    luggage_patches = image_patch.find(""luggage"")
    luggage_patches.sort(key=lambda luggage: luggage.horizontal_center)
    luggage_patch = luggage_patches[0]
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.horizontal_center)
    man_patch = man_patches[0]
    if distance(woman_patch, man_patch) < distance(woman_patch, luggage_patch):
        return woman_patch
    else:
        return luggage_patch"
1444,batter,"
    # Return the batter
    image_patch = ImagePatch(image)
    batter_patches = image_patch.find(""batter"")
    if len(batter_patches) == 0:
        batter_patches = [image_patch]
    batter_patch = batter_patches[0]
    # Remember: return the batter
    return batter_patch"
1445,woman at 300,"
    # Return the woman
    image_patch = ImagePatch(image)
    woman_patches = image_patch.find(""woman"")
    if len(woman_patches) == 0:
        woman_patches = [image_patch]
    elif len(woman_patches) == 1:
        return woman_patches[0]
    woman_patches.sort(key=lambda woman: woman.horizontal_center)
    woman_patch = woman_patches[30]
    # Remember: return the woman
    return woman_patch"
1446,book shelf and bare arm red shirt behind shoulder in window,"
    # Return the book shelf
    image_patch = ImagePatch(image)
    book_shelf_patches = image_patch.find(""book shelf"")
    if len(book_shelf_patches) == 0:
        book_shelf_patches = [image_patch]
    elif len(book_shelf_patches) == 1:
        return book_shelf_patches[0]
    book_shelf_patches.sort(key=lambda book_shelf: book_shelf.horizontal_center)
    book_shelf_patch = book_shelf_patches[0]
    # Remember: return the book shelf
    return book_shelf_patch"
1447,in air,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""in air""])
    # Remember: return the person
    return person_patch"
1448,hands folded,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""hands folded""])
    # Remember: return the person
    return person_patch"
1449,kid hanging,"
    # Return the kid
    image_patch = ImagePatch(image)
    kid_patches = image_patch.find(""kid"")
    if len(kid_patches) == 0:
        kid_patches = [image_patch]
    kid_patches.sort(key=lambda kid: kid.horizontal_center)
    kid_patch = kid_patches[len(kid_patches) // 2]  # Return the middle kid
    # Remember: return the kid
    return kid_patch"
1450,hat,"
    # Return the hat
    image_patch = ImagePatch(image)
    hat_patches = image_patch.find(""hat"")
    if len(hat_patches) == 0:
        hat_patches = [image_patch]
    hat_patch = best_image_match(hat_patches, [""hat""])
    # Remember: return the hat
    return hat_patch"
1451,pink shirt purple pants,"
    # Return the person
    image_patch = ImagePatch(image)
    # Clothing always requires returning the person
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""pink shirt"", ""purple pants""])
    # Remember: return the person
    return person_patch"
1452,main man,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.horizontal_center)
    # Remember: return the man
    return man_patches[0]"
1453,man in gray shirt,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.horizontal_center)
    man_patch = man_patches[0]
    # Remember: return the man
    return man_patch"
1454,umpire,"
    # Return the umpire
    image_patch = ImagePatch(image)
    umpire_patches = image_patch.find(""umpire"")
    if len(umpire_patches) == 0:
        umpire_patches = [image_patch]
    umpire_patch = umpire_patches[0]
    # Remember: return the umpire
    return umpire_patch"
1455,batter,"
    # Return the batter
    image_patch = ImagePatch(image)
    batter_patches = image_patch.find(""batter"")
    batter_patches.sort(key=lambda batter: batter.horizontal_center)
    batter_patch = batter_patches[0]
    # Remember: return the batter
    return batter_patch"
1456,black shirt out of frame,"
    # Return the shirt
    image_patch = ImagePatch(image)
    shirt_patches = image_patch.find(""shirt"")
    if len(shirt_patches) == 0:
        shirt_patches = [image_patch]
    shirt_patch = best_image_match(shirt_patches, [""black shirt""])
    # Remember: return the shirt
    return shirt_patch"
